,f manual,f automatic,m manual,m automatic
LVIDs,0.14001726508799317,0.031209012771740218,0.0679642214550671,0.008547008547008548
LVIDd,0.6231762238821174,0.7913367801006604,0.5633732305249262,0.5147858677270442
ejection fraction,0.0639221346034546,0.014019277113959953,0.020521961698432286,4.570592805886923e-05
fractional shortening,0.06402210128302689,0.0211339281291611,0.026646556058320763,9.141185611773847e-05
