mouse_id,file,LVIDd_auto,LVIDd_auto_time,LVIDs_auto,LVIDs_auto_time,heart_rate_auto,heart_rate_auto_time,LVIDd_auto_quality_label,LVIDd_auto_quality_flag,LVIDs_auto_quality_label,LVIDs_auto_quality_flag
30514947,30524947_1.dcm,3.9421511627906978,0.065,1.568604651162791,0.0116666666666666,493.1506849315068,0.065,0.0005309419996364,low,0.0005309419996364,low
30514947,30524947_1.dcm,1.8988372093023256,0.1866666666666666,1.2796511627906977,0.1425,590.1639344262295,0.1866666666666666,0.0839061598357407,low,0.0005309419996364,low
30514947,30524947_1.dcm,3.818313953488372,0.2883333333333333,0.0,0.22,545.4545454545455,0.2883333333333333,0.0839061598357407,low,0.0839061598357407,low
30514947,30524947_1.dcm,3.77703488372093,0.3983333333333334,2.2290697674418607,0.3575,827.5862068965516,0.3983333333333334,0.0026716579075488,low,0.0026716579075488,low
30514947,30524947_1.dcm,2.4973837209302325,0.4708333333333334,0.7017441860465117,0.4325000000000001,791.2087912087912,0.4708333333333334,0.0026716579075488,low,0.0026716579075488,low
30514947,30524947_1.dcm,4.148546511627907,0.5466666666666667,1.9607558139534884,0.5108333333333334,404.4943820224718,0.5466666666666667,0.0471451970674042,low,0.0026716579075488,low
30514947,30524947_1.dcm,3.281686046511628,0.6950000000000001,0.0,0.6033333333333334,750.0,0.6950000000000001,0.0279411497876441,low,0.0471451970674042,low
30514947,30524947_1.dcm,4.127906976744186,0.775,2.2497093023255816,0.685,685.7142857142858,0.775,0.0279411497876441,low,0.0471451970674042,low
30514947,30524947_1.dcm,4.024709302325581,0.8625,4.065988372093023,0.7783333333333334,782.6086956521739,0.8625,0.0244177988731102,low,0.0279411497876441,low
30514947,30524947_1.dcm,2.3941860465116283,0.9391666666666668,2.0226744186046512,0.8591666666666667,452.8301886792453,0.9391666666666668,0.0244177988731102,low,0.0244177988731102,low
30514947,30524947_1.dcm,2.063953488372093,1.0716666666666668,0.8255813953488372,0.9833333333333334,808.9887640449437,1.0716666666666668,0.0272496230033565,low,0.0244177988731102,low
30514947,30524947_1.dcm,2.6625,1.1458333333333337,1.9813953488372087,1.0683333333333334,620.6896551724138,1.1458333333333337,0.0272496230033565,low,0.0272496230033565,low
30514947,30524947_1.dcm,2.187790697674419,1.2425000000000002,1.6718023255813954,1.1725,750.0,1.2425000000000002,0.4470629870480675,low,0.0272496230033565,low
30514947,30524947_1.dcm,2.518023255813953,1.3225,1.197093023255814,1.294166666666667,595.0413223140496,1.3225,0.4470629870480675,low,0.4470629870480675,low
30514947,30524947_1.dcm,2.7863372093023258,1.4233333333333331,1.5273255813953488,1.3808333333333334,734.6938775510205,1.4233333333333331,9.04330897174417e-06,low,9.04330897174417e-06,low
30514947,30524947_1.dcm,3.735755813953488,1.505,2.4354651162790697,1.465833333333333,782.6086956521739,1.505,9.04330897174417e-06,low,9.04330897174417e-06,low
30514947,30524947_1.dcm,2.7863372093023258,1.5816666666666668,1.9607558139534884,1.5525,847.0588235294118,1.5816666666666668,0.0001877403597537,low,0.0001877403597537,low
30514947,30524947_1.dcm,2.8895348837209305,1.6525,0.8875000000000001,1.63,486.4864864864865,1.6525,0.0001877403597537,low,0.0001877403597537,low
30514947,30524947_1.dcm,1.857558139534884,1.7758333333333334,0.9906976744186048,1.7475,699.0291262135921,1.7758333333333334,0.0044143367846545,low,0.0044143367846545,low
30514947,30524947_1.dcm,3.0340116279069766,1.8616666666666668,2.703779069767441,1.8233333333333333,757.8947368421052,1.8616666666666668,0.0044143367846545,low,0.0044143367846545,low
30514947,30524947_1.dcm,3.9627906976744174,1.9408333333333327,1.6305232558139535,1.899166666666667,765.9574468085106,1.9408333333333327,0.1278782770933495,low,0.1278782770933495,low
30514947,30524947_1.dcm,3.8595930232558135,2.019166666666667,2.5799418604651163,1.9825,808.9887640449437,2.019166666666667,0.1278782770933495,low,0.1278782770933495,low
30514947,30524947_1.dcm,4.169186046511628,2.0933333333333333,1.6718023255813954,2.12,600.0,2.0933333333333333,0.0543471007905929,low,0.0543471007905929,low
30514947,30524947_1.dcm,1.7543604651162792,2.1933333333333334,0.7223837209302326,2.2325,595.0413223140496,2.1933333333333334,0.0543471007905929,low,0.1593017141870324,low
30514947,30524947_1.dcm,2.621220930232558,2.294166666666667,0.9906976744186048,2.3216666666666668,409.09090909090907,2.294166666666667,0.1593017141870324,low,0.1593017141870324,low
30514947,30524947_1.dcm,2.4148255813953488,2.4408333333333334,0.8049418604651163,2.395833333333333,433.7349397590362,2.4408333333333334,0.9780751604427904,high,0.1593017141870324,low
30514947,30524947_1.dcm,2.7863372093023258,2.579166666666667,0.8875000000000001,2.4725,666.6666666666666,2.579166666666667,0.9999938005040252,high,0.9780751604427904,high
30514947,30524947_1.dcm,2.4148255813953488,2.669166666666667,0.7636627906976744,2.5500000000000003,791.2087912087912,2.669166666666667,0.9999938005040252,high,0.9780751604427904,high
30514947,30524947_1.dcm,2.187790697674419,2.745,0.7843023255813953,2.625,395.6043956043956,2.745,0.9999938005040252,high,0.9999938005040252,high
30514947,30524947_1.dcm,2.352906976744186,2.896666666666667,0.9700581395348836,2.6991666666666667,476.82119205298005,2.896666666666667,0.999875277331833,high,0.9999938005040252,high
30514947,30524947_1.dcm,2.7863372093023258,3.0225000000000004,0.9700581395348836,2.776666666666667,452.8301886792453,3.0225000000000004,0.095723299026935,low,0.999875277331833,high
30514947,30524947_1.dcm,3.4261627906976746,3.155,0.6604651162790698,2.856666666666667,637.1681415929203,3.155,0.0002980794581396,low,0.999875277331833,high
