,f manual,f automatic,m manual,m automatic
LVIDs,0.8702263458891504,0.11134688653314041,0.5956108994757296,0.3912672792826394
LVIDd,0.9674069580952139,0.7133031738784577,0.3686872174197121,0.437942822899974
ejection fraction,0.967435545139537,0.030486156935263346,0.5956108994757296,0.7133031738784577
fractional shortening,1.0,0.030486156935263346,0.5956108994757296,0.5956108994757296
