mouse_id,strain,sex,genotype,type,bw,EF_manual,FS_manual,LVIDd_manual,LVIDs_manual
30511864,C57BL/6N,f,control,wt (Gstp1),22.3,88.02,55.89,2.45,1.08
30511866,C57BL/6N,f,control,wt (Gstp1),22.3,92.14,62.24,2.41,0.85
30511887,C57BL/6N,m,control,wt (Gstp1),22.7,49.89,24.89,4.0,2.97
30511905,C57BL/6N,m,control,wt (Gstp1),28.5,91.9,62.81,2.7,1.01
30511908,C57BL/6N,f,control,wt (Gstp1),20.3,93.85,66.23,2.87,0.94
30511918,C57BL/6N,f,control,wt (Gstp1),22.2,80.67,48.2,3.34,1.74
30511943,C57BL/6N,m,control,wt (Gstp1),27.4,79.13,46.46,3.1,1.68
