file,lvid;d,lvid;d time,lvid;s,lvid;s time,heart rate,heart rate time
30472536.dcm,3.838953488372093,4.388333333333334,1.6718023255813954,4.4625,455.6962025316455,4.388333333333334
30472536.dcm,4.086627906976744,4.5200000000000005,1.5686046511627907,4.600833333333334,827.5862068965516,4.5200000000000005
30472536.dcm,1.9194767441860465,4.5925,2.146511627906977,4.714166666666667,818.1818181818181,4.5925
30472536.dcm,4.086627906976744,4.6658333333333335,1.6098837209302326,4.849166666666667,615.3846153846154,4.6658333333333335
