mouse_id,file,LVIDd_auto,LVIDd_auto_time,LVIDs_auto,LVIDs_auto_time,heart_rate_auto,heart_rate_auto_time,LVIDd_auto_quality_label,LVIDd_auto_quality_flag,LVIDs_auto_quality_label,LVIDs_auto_quality_flag,LV_Vold_auto,LV_Vols_auto,EF_auto,FS_auto,strain,sex,genotype,type,bw,EF_manual,FS_manual,LVIDd_manual,LVIDs_manual,dif_LVIDd,mean_LVIDd,dif_LVIDs,mean_LVIDs,dif_EF,dif_FS
30516926,30516926_2.dcm,2.043313953488372,3.209166666666667,1.3622093023255817,3.0783333333333336,757.8947368421052,3.209166666666667,0.999377788120026,high,0.999377788120026,high,13.43990942046028,4.703125980682716,65.00626727794088,33.33333333333332,C57BL/6N,m,control,wt (Bsph2),27.8,88.96,57.93,2.68,1.26,-0.636686046511628,2.361656976744186,0.10220930232558167,1.3111046511627908,-23.953732722059115,-24.59666666666668
30516926,30516926_2.dcm,2.765697674418605,3.957500000000001,1.0938953488372094,3.920833333333333,699.0291262135921,3.957500000000001,0.764704379805531,high,0.764704379805531,high,28.66706085218311,2.622499865884392,90.85187044668837,60.44776119402984,C57BL/6N,m,control,wt (Bsph2),27.8,88.96,57.93,2.68,1.26,0.08569767441860465,2.7228488372093027,-0.1661046511627906,1.1769476744186047,1.8918704466883725,2.5177611940298377
30516926,30516926_2.dcm,2.4354651162790697,4.043333333333334,0.6604651162790698,3.999166666666667,712.8712871287129,4.043333333333334,0.764704379805531,high,0.764704379805531,high,20.91247938237204,0.6589618310069849,96.84895406729032,72.88135593220339,C57BL/6N,m,control,wt (Bsph2),27.8,88.96,57.93,2.68,1.26,-0.24453488372093046,2.557732558139535,-0.5995348837209302,0.9602325581395349,7.888954067290328,14.951355932203391
30516926,30516926_2.dcm,2.6625,4.1275,0.6604651162790698,4.085833333333333,742.2680412371134,4.1275,0.9646131804924436,high,0.9646131804924436,high,26.097677083333338,0.6589618310069849,97.47501730172064,75.1937984496124,C57BL/6N,m,control,wt (Bsph2),27.8,88.96,57.93,2.68,1.26,-0.01750000000000007,2.67125,-0.5995348837209302,0.9602325581395349,8.515017301720647,17.263798449612402
30516926,30516926_2.dcm,2.621220930232558,4.208333333333334,0.9287790697674418,4.1675,626.0869565217391,4.208333333333334,0.9646131804924436,high,0.9646131804924436,high,25.10727566151031,1.6848076573397557,93.28956402895363,64.56692913385827,C57BL/6N,m,control,wt (Bsph2),27.8,88.96,57.93,2.68,1.26,-0.05877906976744196,2.650610465116279,-0.33122093023255816,1.094389534883721,4.329564028953641,6.636929133858267
30516926,30516926_2.dcm,2.724418604651164,4.304166666666667,0.577906976744186,4.256666666666667,847.0588235294118,4.304166666666667,0.5098892422161705,high,0.9646131804924436,high,27.623261375990804,0.4536915861946334,98.3575741473128,78.7878787878788,C57BL/6N,m,control,wt (Bsph2),27.8,88.96,57.93,2.68,1.26,0.04441860465116365,2.702209302325582,-0.682093023255814,0.918953488372093,9.39757414731281,20.857878787878796
30516926,30516926_2.dcm,2.724418604651164,4.375,1.1351744186046513,4.335,727.2727272727273,4.375,0.5098892422161705,high,0.5098892422161705,high,27.623261375990804,2.896509658703088,89.51423722464344,58.33333333333335,C57BL/6N,m,control,wt (Bsph2),27.8,88.96,57.93,2.68,1.26,0.04441860465116365,2.702209302325582,-0.12482558139534872,1.1975872093023257,0.5542372246434439,0.4033333333333502
30516926,30516926_2.dcm,2.373546511627907,4.4575000000000005,0.7017441860465117,4.4191666666666665,757.8947368421052,4.4575000000000005,0.5098892422161705,high,0.5098892422161705,high,19.608759546600133,0.779881346296258,96.0227910162146,70.43478260869564,C57BL/6N,m,control,wt (Bsph2),27.8,88.96,57.93,2.68,1.26,-0.3064534883720933,2.5267732558139535,-0.5582558139534883,0.9808720930232558,7.062791016214604,12.504782608695642
30516926,30516926_2.dcm,2.64186046511628,4.536666666666667,0.8668604651162791,4.495,699.0291262135921,4.536666666666667,0.6747237503240398,high,0.5098892422161705,high,25.599816076906063,1.3957738080886426,94.5477193902663,67.18750000000001,C57BL/6N,m,control,wt (Bsph2),27.8,88.96,57.93,2.68,1.26,-0.03813953488372013,2.6609302325581403,-0.3931395348837209,1.0634302325581395,5.587719390266301,9.257500000000014
30516926,30516926_2.dcm,2.5799418604651163,4.6225000000000005,0.7636627906976744,4.585833333333333,679.2452830188679,4.6225000000000005,0.6747237503240398,high,0.6747237503240398,high,24.13812461093896,0.9854004222964704,95.91765956063584,70.39999999999999,C57BL/6N,m,control,wt (Bsph2),27.8,88.96,57.93,2.68,1.26,-0.10005813953488385,2.6299709302325582,-0.4963372093023256,1.0118313953488371,6.957659560635847,12.469999999999992
