mouse_id,file,LVIDd_auto,LVIDd_auto_time,LVIDs_auto,LVIDs_auto_time,heart_rate_auto,heart_rate_auto_time,LVIDd_auto_quality_label,LVIDd_auto_quality_flag,LVIDs_auto_quality_label,LVIDs_auto_quality_flag,LV_Vold_auto,LV_Vols_auto,EF_auto,FS_auto,strain,sex,genotype,type,bw,EF_manual,FS_manual,LVIDd_manual,LVIDs_manual,dif_LVIDd,mean_LVIDd,dif_LVIDs,mean_LVIDs,dif_EF,dif_FS
30509127,Ibtk_2v2_33.dcm,2.9101744186046514,2.7325000000000004,1.0732558139534885,2.58,654.5454545454545,2.7325000000000004,0.9674112546721886,high,0.9674112546721886,high,32.48974555949857,2.4915580952651686,92.3312477449158,63.12056737588653,C57BL/6N,f,control,wt (Ibtk),22.6,87.74,56.19,3.04,1.29,-0.1298255813953486,2.975087209302326,-0.21674418604651158,1.1816279069767441,4.591247744915805,6.9305673758865325
30509127,Ibtk_2v2_33.dcm,2.868895348837209,2.8241666666666667,1.0732558139534885,2.6733333333333333,595.0413223140495,2.8241666666666667,0.9674112546721886,high,0.9674112546721886,high,31.370582763110534,2.4915580952651686,92.05766078979237,62.58992805755396,C57BL/6N,f,control,wt (Ibtk),22.6,87.74,56.19,3.04,1.29,-0.17110465116279094,2.9544476744186046,-0.21674418604651158,1.1816279069767441,4.31766078979237,6.399928057553964
30509127,Ibtk_2v2_33.dcm,2.9927325581395348,2.9250000000000003,1.4654069767441862,2.7658333333333336,615.3846153846154,2.9250000000000003,0.9571966894184394,high,0.9674112546721886,high,34.79308053356588,5.698723404942359,83.62110132948808,51.03448275862068,C57BL/6N,f,control,wt (Ibtk),22.6,87.74,56.19,3.04,1.29,-0.047267441860465276,3.0163662790697674,0.17540697674418615,1.377703488372093,-4.118898670511911,-5.155517241379314
30509127,Ibtk_2v2_33.dcm,2.8069767441860467,3.0225000000000004,1.3415697674418603,2.8600000000000003,595.0413223140495,3.0225000000000004,0.9571966894184394,high,0.9571966894184394,high,29.73232323351879,4.517352496987568,84.80659428626511,52.20588235294119,C57BL/6N,f,control,wt (Ibtk),22.6,87.74,56.19,3.04,1.29,-0.23302325581395333,2.9234883720930234,0.05156976744186026,1.31578488372093,-2.933405713734885,-3.9841176470588096
30509127,Ibtk_2v2_33.dcm,3.0340116279069766,3.123333333333333,1.3622093023255817,2.955833333333333,610.1694915254237,3.123333333333333,0.9960280967264582,high,0.9571966894184394,high,35.97735233087223,4.703125980682716,86.92753725335437,55.10204081632652,C57BL/6N,f,control,wt (Ibtk),22.6,87.74,56.19,3.04,1.29,-0.005988372093023386,3.0370058139534883,0.07220930232558165,1.3261046511627907,-0.8124627466456218,-1.087959183673476
30509127,Ibtk_2v2_33.dcm,2.5799418604651163,3.2216666666666667,1.1145348837209303,3.056666666666666,666.6666666666666,3.2216666666666667,0.9960280967264582,high,0.9571966894184394,high,24.13812461093896,2.757472434465952,88.57627724228287,56.8,C57BL/6N,f,control,wt (Ibtk),22.6,87.74,56.19,3.04,1.29,-0.4600581395348837,2.8099709302325584,-0.1754651162790697,1.202267441860465,0.8362772422828755,0.6099999999999994
30509127,Ibtk_2v2_33.dcm,2.4973837209302325,3.311666666666667,1.2177325581395348,3.1525000000000003,600.0,3.311666666666667,0.9960280967264582,high,0.9960280967264582,high,22.26331013003091,3.493955223446931,84.30621860343244,51.2396694214876,C57BL/6N,f,control,wt (Ibtk),22.6,87.74,56.19,3.04,1.29,-0.5426162790697675,2.7686918604651165,-0.07226744186046519,1.2538662790697674,-3.4337813965675537,-4.9503305785124
30509127,Ibtk_2v2_33.dcm,3.1372093023255814,3.411666666666667,0.9081395348837208,3.2533333333333334,447.2049689440993,3.411666666666667,0.5466814180930964,high,0.9960280967264582,high,39.03350788614298,1.584790898704567,95.93992191701744,71.05263157894738,C57BL/6N,f,control,wt (Ibtk),22.6,87.74,56.19,3.04,1.29,0.09720930232558134,3.0886046511627905,-0.38186046511627925,1.0990697674418604,8.199921917017448,14.862631578947386
30509127,Ibtk_2v2_33.dcm,2.9308139534883724,3.5458333333333334,1.6511627906976745,3.3508333333333336,507.0422535211267,3.5458333333333334,0.5466814180930964,high,0.5466814180930964,high,33.0574436102164,7.778359730241749,76.47017167462444,43.66197183098592,C57BL/6N,f,control,wt (Ibtk),22.6,87.74,56.19,3.04,1.29,-0.10918604651162767,2.985406976744186,0.36116279069767443,1.4705813953488374,-11.269828325375556,-12.528028169014078
30509127,Ibtk_2v2_33.dcm,2.827616279069768,3.664166666666667,1.4860465116279071,3.4483333333333337,400.0,3.664166666666667,0.909899201208775,high,0.5466814180930964,high,30.273020725297915,5.911357888635035,80.47318124518986,47.445255474452566,C57BL/6N,f,control,wt (Ibtk),22.6,87.74,56.19,3.04,1.29,-0.21238372093023195,2.933808139534884,0.1960465116279071,1.3880232558139536,-7.2668187548101315,-8.744744525547432
30509127,Ibtk_2v2_33.dcm,3.4261627906976746,3.814166666666667,1.2796511627906977,3.580833333333333,447.2049689440993,3.814166666666667,0.909899201208775,high,0.5466814180930964,high,48.321388749762605,3.986265107526533,91.7505162606774,62.65060240963856,C57BL/6N,f,control,wt (Ibtk),22.6,87.74,56.19,3.04,1.29,0.38616279069767456,3.2330813953488375,-0.010348837209302353,1.2848255813953489,4.010516260677406,6.460602409638561
