mouse_id,file_name,high_image_quality,low_image_quality
30515272,Anpep_2vX_73,0.0,100.0
30515272,Anpep_2vX_75,4.420078807606644,95.57992119239336
30515272,Anpep_2vX_76,0.0,100.0
30515272,Anpep_2vX_71,0.0,100.0
30515272,Anpep_2vX_74,0.0,100.0
30515390,Anpep_2vX_61,4.420078807606654,95.57992119239336
30515390,Anpep_2vX_62,33.69881788590029,66.30118211409972
30515444,Anpep_2vX_33,7.0572113737581255,92.94278862624188
30515444,Anpep_2vX_30,57.649477471303776,42.350522528696224
30515444,Anpep_2vX_31,31.757451181911623,68.24254881808838
30515705,Anpep_2vX_5,57.65673175745118,42.34326824254882
30515705,Anpep_2vX_2,15.313463514902365,84.68653648509763
30515705,Anpep_2vX_4,89.41236936782595,10.587630632174063
30515705,Anpep_2vX_3,47.06184683912969,52.93815316087032
