,f manual,f automatic,m manual,m automatic
LVIDs,0.31735518900491755,0.32820512820512815,0.8333932799457421,0.959129759129759
LVIDd,0.19487179487179485,0.2786324786324786,0.8784770784770783,0.3822843822843822
ejection fraction,0.5053613053613053,0.2786324786324786,0.7925972289255464,0.5737373737373737
fractional shortening,0.5053613053613053,0.23449883449883446,0.7984459984459983,0.6453768453768453
