mouse_id,file_name,high_image_quality,low_image_quality
30514980,Echs1_1v1_1,21.175261264348126,78.82473873565186
30514980,Echs1_1v1_1,21.175261264348126,78.82473873565186
30514981,Echs1_1v1_4,47.63617677286743,52.36382322713258
30514981,Echs1_1v1_4,47.63617677286743,52.36382322713258
30514981,Echs1_1v1_3,15.298954942607493,84.7010450573925
30514981,Echs1_1v1_6,26.46454265159301,73.53545734840698
30514981,Echs1_1v1_6,26.46454265159301,73.53545734840698
30514981,Echs1_1v1_3,15.298954942607493,84.7010450573925
30514981,Echs1_1v1_7,58.23196847695735,41.76803152304265
30514981,Echs1_1v1_7,58.23196847695735,41.76803152304265
30514982,Echs1_1v1_12,0.0,100.0
30514982,Echs1_1v1_14,0.0,100.0
30514982,Echs1_1v1_11,58.23196847695735,41.76803152304265
30514982,Echs1_1v1_14,0.0,100.0
30514982,Echs1_1v1_10,5.292908530318599,94.7070914696814
30514983,Echs1_1v1_16,31.180400890868597,68.8195991091314
30514983,Echs1_1v1_19,100.0,0.0
30514983,Echs1_1v1_15,89.41418293936279,10.585817060637211
30514983,Echs1_1v1_16,31.180400890868597,68.8195991091314
30514983,Echs1_1v1_18,73.53092341956484,26.46907658043516
30514983,Echs1_1v1_15,89.41418293936279,10.585817060637211
30514984,Echs1_1v1_23,52.35566215521672,47.64433784478329
30514984,Echs1_1v1_23,57.64947747130375,42.35052252869625
30514985,Echs1_1v1_25,5.293815316087037,94.70618468391297
30514985,Echs1_1v1_25,10.587630632174063,89.41236936782593
30514986,Echs1_1v1_32,100.0,0.0
30514986,Echs1_1v1_32,100.0,0.0
30514986,Echs1_1v1_28,15.87872559095582,84.12127440904418
30514986,Echs1_1v1_30,31.180400890868604,68.81959910913139
30514986,Echs1_1v1_29,10.020554984583756,89.97944501541623
30514986,Echs1_1v1_28,15.87872559095582,84.12127440904418
30514986,Echs1_1v1_30,31.180400890868604,68.81959910913139
30514986,Echs1_1v1_29,10.020554984583756,89.97944501541623
30514987,Echs1_1v1_36,62.94329278739078,37.05670721260922
30514987,Echs1_1v1_37,100.0,0.0
30514987,Echs1_1v1_38,94.7070914696814,5.292908530318599
30514987,Echs1_1v1_38,94.7070914696814,5.292908530318599
30514987,Echs1_1v1_35,89.41236936782595,10.58763063217406
30514987,Echs1_1v1_37,100.0,0.0
30514987,Echs1_1v1_33,84.1212744090442,15.878725590955796
30514987,Echs1_1v1_36,62.94329278739078,37.05670721260922
30514988,Echs1_1v1_41,47.06184683912969,52.93815316087032
30514988,Echs1_1v1_42,15.878725590955822,84.12127440904418
30514988,Echs1_1v1_43,15.881445948261092,84.1185540517389
30514988,Echs1_1v1_42,15.878725590955822,84.12127440904418
30514988,Echs1_1v1_43,15.881445948261092,84.1185540517389
30514989,Echs1_1v1_50,100.0,0.0
30514989,Echs1_1v1_45,84.1185540517389,15.881445948261092
30514989,Echs1_1v1_48,52.35566215521672,47.64433784478329
30514989,Echs1_1v1_47,62.94329278739079,37.05670721260921
30514989,Echs1_1v1_48,52.35566215521672,47.64433784478329
30514989,Echs1_1v1_50,100.0,0.0
30514989,Echs1_1v1_47,62.94329278739079,37.05670721260921
30514989,Echs1_1v1_45,84.1185540517389,15.881445948261092
30514990,Echs1_1v1_57,37.05035971223022,62.94964028776978
30514990,Echs1_1v1_56,15.298954942607503,84.7010450573925
30514990,Echs1_1v1_57,37.05035971223022,62.94964028776978
30514990,Echs1_1v1_55,10.585817060637204,89.4141829393628
30514990,Echs1_1v1_52,52.35566215521672,47.64433784478327
30514990,Echs1_1v1_54,68.81959910913142,31.180400890868587
30514990,Echs1_1v1_55,10.585817060637204,89.4141829393628
30514990,Echs1_1v1_56,15.298954942607503,84.7010450573925
30514991,Echs1_1v1_62,68.23710810347782,31.762891896522177
30514991,Echs1_1v1_59,57.65673175745118,42.34326824254882
30514991,Echs1_1v1_62,68.23710810347782,31.762891896522177
30514991,Echs1_1v1_59,57.65673175745118,42.34326824254882
30514991,Echs1_1v1_61,94.70618468391297,5.293815316087032
30514991,Echs1_1v1_63,94.70618468391297,5.293815316087032
30514991,Echs1_1v1_63,94.70618468391297,5.293815316087032
30514991,Echs1_1v1_61,94.70618468391297,5.293815316087032
30514992,Echs1_1v1_65,89.41418293936279,10.585817060637211
30514992,Echs1_1v1_65,89.41418293936279,10.585817060637211
30514993,Echs1_1v1_70,10.005139626520467,89.99486037347954
30514993,Echs1_1v1_73,73.53092341956484,26.46907658043516
30514993,Echs1_1v1_69,15.878725590955806,84.1212744090442
30514993,Echs1_1v1_72,78.82473873565188,21.175261264348126
30514993,Echs1_1v1_72,78.82473873565188,21.175261264348126
30514993,Echs1_1v1_70,10.005139626520467,89.99486037347954
30514993,Echs1_1v1_73,73.53092341956484,26.46907658043516
30514993,Echs1_1v1_69,15.878725590955806,84.1212744090442
30514993,Echs1_1v1_68,94.70618468391297,5.293815316087032
30514993,Echs1_1v1_68,94.70618468391297,5.293815316087032
30514994,Echs1_1v1_77,73.53092341956484,26.46907658043516
30514994,Echs1_1v1_77,73.53092341956484,26.46907658043516
30514994,Echs1_1v1_78,10.585817060637211,89.41418293936279
30514994,Echs1_1v1_79,10.585817060637206,89.41418293936279
30514994,Echs1_1v1_78,10.585817060637211,89.41418293936279
30514994,Echs1_1v1_79,10.585817060637206,89.41418293936279
30514994,Echs1_1v1_76,100.0,0.0
30514995,Echs1_1v1_84,68.2425488180884,31.757451181911605
30514995,Echs1_1v1_82,31.19218910585816,68.80781089414184
30514995,Echs1_1v1_80,5.293815316087032,94.70618468391297
30514995,Echs1_1v1_83,62.94329278739078,37.05670721260922
30514995,Echs1_1v1_82,31.19218910585816,68.80781089414184
30514995,Echs1_1v1_84,68.2425488180884,31.757451181911605
30514995,Echs1_1v1_85,41.778006166495366,58.22199383350464
30514995,Echs1_1v1_83,62.94329278739078,37.05670721260922
30514998,Echs1_1v1_89,20.60637204522097,79.39362795477902
30514998,Echs1_1v1_91,25.886585574781567,74.11341442521844
30514998,Echs1_1v1_92,0.0,100.0
30514998,Echs1_1v1_88,10.585817060637206,89.41418293936279
30514998,Echs1_1v1_89,20.60637204522097,79.39362795477902
30514998,Echs1_1v1_92,0.0,100.0
30514999,Echs1_1v1_95,0.0,100.0
30514999,Echs1_1v1_97,10.587630632174056,89.41236936782595
30514999,Echs1_1v1_97,10.587630632174056,89.41236936782595
30514999,Echs1_1v1_99,0.0,100.0
30514999,Echs1_1v1_99,0.0,100.0
30514999,Echs1_1v1_98,0.0,100.0
30514999,Echs1_1v1_93,0.0,100.0
30514999,Echs1_1v1_93,0.0,100.0
30514999,Echs1_1v1_98,0.0,100.0
30514999,Echs1_1v1_95,0.0,100.0
30515000,Echs1_1v1_100,68.80781089414182,31.19218910585817
30515000,Echs1_1v1_100,68.80781089414182,31.19218910585817
30515000,Echs1_1v1_103,41.76803152304266,58.23196847695734
30515000,Echs1_1v1_104,5.293815316087037,94.70618468391297
30515000,Echs1_1v1_101,47.07091469681398,52.92908530318602
30515000,Echs1_1v1_103,41.76803152304266,58.23196847695734
30515000,Echs1_1v1_104,5.293815316087037,94.70618468391297
30515000,Echs1_1v1_101,47.07091469681398,52.92908530318602
30515001,Echs1_1v1_111,0.0,100.0
30515001,Echs1_1v1_110,47.06184683912969,52.93815316087032
30515001,Echs1_1v1_108,5.293815316087032,94.70618468391297
30515001,Echs1_1v1_109,0.0,100.0
30515001,Echs1_1v1_110,47.06184683912969,52.93815316087032
30515001,Echs1_1v1_111,4.72764645426515,95.27235354573486
30515001,Echs1_1v1_108,5.293815316087032,94.70618468391297
30515001,Echs1_1v1_109,0.0,100.0
30515002,Echs1_1v1_116,62.94964028776978,37.05035971223022
30515002,Echs1_1v1_113,84.1185540517389,15.881445948261094
30515002,Echs1_1v1_115,15.31346351490235,84.68653648509765
30515002,Echs1_1v1_116,62.94964028776978,37.05035971223022
30515002,Echs1_1v1_114,5.292908530318599,94.7070914696814
30515002,Echs1_1v1_114,5.292908530318599,94.7070914696814
30515002,Echs1_1v1_113,84.1185540517389,15.881445948261094
