,f manual,f automatic,m manual,m automatic
LVIDs,0.6737450351078312,0.7984459984459983,0.5283087192353848,0.32820512820512815
LVIDd,0.9580293271234123,0.2786324786324786,0.5053613053613053,0.19487179487179485
ejection fraction,0.32820512820512815,1.0,0.6453768453768453,0.6453768453768453
fractional shortening,0.32820512820512815,0.959129759129759,0.6453768453768453,0.5737373737373737
