,f manual,f automatic,m manual,m automatic
LVIDs,0.967435545139537,0.6334384569678687,1.0,0.6588432549492806
LVIDd,0.7750513736700824,0.35993418346359524,0.6909509366043816,0.7239320396139757
ejection fraction,0.8382564863858263,0.6964669317610493,1.0,0.6588432549492806
fractional shortening,0.7750513736700824,0.8285570638511814,1.0,0.7239320396139757
