mouse_id,file,LVIDd_auto,LVIDd_auto_time,LVIDs_auto,LVIDs_auto_time,heart_rate_auto,heart_rate_auto_time,LVIDd_auto_quality_label,LVIDd_auto_quality_flag,LVIDs_auto_quality_label,LVIDs_auto_quality_flag,LV_Vold_auto,LV_Vols_auto,EF_auto,FS_auto
30522890,Dnajb14_1v1_40.dcm,2.6625,0.0158333333333333,1.2796511627906977,0.0716666666666666,631.578947368421,0.0158333333333333,0.72330827174062,high,0.72330827174062,high,26.097677083333338,3.9862651075265325,84.72559417913763,51.93798449612403
30522890,Dnajb14_1v1_40.dcm,2.332267441860465,0.1108333333333333,1.775,0.1458333333333333,791.2087912087911,0.1108333333333333,0.72330827174062,high,0.72330827174062,high,18.765658482644533,9.376410928143711,50.0342024405085,23.89380530973451
30522890,Dnajb14_1v1_40.dcm,2.187790697674419,0.1866666666666666,1.4241279069767443,0.2366666666666667,455.6962025316455,0.1866666666666666,0.72330827174062,high,0.72330827174062,high,15.977607851002155,5.287040300355736,66.90968792287563,34.905660377358494
30522890,Dnajb14_1v1_40.dcm,3.77703488372093,0.8366666666666667,1.3622093023255817,0.895,562.5,0.8366666666666667,0.8687983217475657,high,0.8687983217475657,high,61.06199280134339,4.7031259806827155,92.29778498061197,63.934426229508176
30522890,Dnajb14_1v1_40.dcm,2.518023255813953,0.9433333333333334,1.176453488372093,1.0158333333333334,476.82119205298005,0.9433333333333334,0.8687983217475657,high,0.8687983217475657,high,22.724098987897968,3.186909597095822,85.9756393474916,53.27868852459016
30522890,Dnajb14_1v1_40.dcm,2.745058139534884,1.0691666666666668,1.4447674418604652,1.1316666666666668,545.4545454545455,1.0691666666666668,0.9101321737248858,high,0.9101321737248858,high,28.142481850121218,5.490625246883302,80.48990392487487,47.368421052631575
30522890,Dnajb14_1v1_40.dcm,2.641860465116279,1.1791666666666667,1.176453488372093,1.2441666666666666,500.0,1.1791666666666667,0.9101321737248858,high,0.9101321737248858,high,25.599816076906038,3.186909597095822,87.55104494687842,55.46875
30522890,Dnajb14_1v1_40.dcm,2.6625,1.6291666666666669,1.3415697674418603,1.6925,672.8971962616822,1.6291666666666669,0.9716803864470648,high,0.9716803864470648,high,26.097677083333338,4.517352496987568,82.6905954788119,49.612403100775204
30522890,Dnajb14_1v1_40.dcm,2.332267441860465,1.7183333333333335,1.2177325581395348,1.7958333333333334,470.5882352941176,1.7183333333333335,0.9716803864470648,high,0.9716803864470648,high,18.765658482644533,3.493955223446931,81.38112112251044,47.78761061946902
30522890,Dnajb14_1v1_40.dcm,2.5799418604651163,1.8458333333333328,2.352906976744186,1.903333333333333,847.0588235294118,1.8458333333333328,0.5126137448800824,high,0.5126137448800824,high,24.138124610938956,19.184611020462338,20.521534586128436,8.800000000000006
30522890,Dnajb14_1v1_40.dcm,2.9927325581395348,1.9166666666666667,1.4447674418604652,2.019166666666667,679.2452830188679,1.9166666666666667,0.5126137448800824,high,0.5126137448800824,high,34.79308053356588,5.490625246883302,84.21920346608476,51.72413793103448
30522890,Dnajb14_1v1_40.dcm,2.5799418604651163,2.0050000000000003,1.568604651162791,2.143333333333333,774.1935483870968,2.0050000000000003,0.5126137448800824,high,0.5950577538286015,high,24.138124610938956,6.8077045324426075,71.79687882894812,39.19999999999999
30522890,Dnajb14_1v1_40.dcm,3.0959302325581395,2.0825,1.6511627906976745,2.28,444.4444444444444,2.0825,0.5950577538286015,high,0.5950577538286015,high,37.79464971770189,7.778359730241749,79.4194157418038,46.666666666666664
30522890,Dnajb14_1v1_40.dcm,2.9308139534883724,2.2175,1.2177325581395348,2.418333333333333,426.0355029585799,2.2175,0.5950577538286015,high,0.9471654657754698,high,33.0574436102164,3.493955223446931,89.4306551206908,58.45070422535211
30522890,Dnajb14_1v1_40.dcm,3.1578488372093023,2.498333333333333,1.4447674418604652,2.5875000000000004,476.82119205298005,2.498333333333333,0.9471654657754698,high,0.9339599506969684,high,39.661151606198025,5.490625246883302,86.15616283309015,54.248366013071895
30522890,Dnajb14_1v1_40.dcm,2.5386627906976744,2.624166666666667,1.4034883720930234,2.7258333333333336,436.3636363636363,2.624166666666667,0.9339599506969684,high,0.9339599506969684,high,23.190158608831926,5.087944949545138,78.05989585768765,44.71544715447154
30522890,Dnajb14_1v1_40.dcm,2.765697674418605,2.7616666666666667,1.4860465116279071,2.816666666666667,467.5324675324675,2.7616666666666667,0.9339599506969684,high,0.9339599506969684,high,28.66706085218311,5.911357888635035,79.37926765804154,46.26865671641791
30522890,Dnajb14_1v1_40.dcm,2.868895348837209,2.89,1.4654069767441862,2.9283333333333337,626.0869565217391,2.89,0.6063774803548543,high,0.6063774803548543,high,31.370582763110534,5.698723404942359,81.83418061444611,48.920863309352505
30522890,Dnajb14_1v1_40.dcm,2.167151162790698,2.9858333333333333,1.1145348837209303,3.0125,537.3134328358209,2.9858333333333333,0.6063774803548543,high,0.6063774803548543,high,15.59984451111101,2.7574724344659516,82.32371846718127,48.57142857142857
30522890,Dnajb14_1v1_40.dcm,2.9514534883720933,4.675833333333333,1.3828488372093024,4.709166666666667,818.1818181818181,4.675833333333333,0.8538348949684084,high,0.8538348949684084,high,33.63056129023659,4.893315063237663,85.44979662692023,53.14685314685315
30522890,Dnajb14_1v1_40.dcm,1.6924418604651164,4.7491666666666665,1.3828488372093024,4.8500000000000005,847.0588235294118,4.7491666666666665,0.8538348949684084,high,0.8538348949684084,high,8.291952341829818,4.893315063237663,40.987178151607225,18.29268292682927
