mouse_id,file,LVIDd_auto,LVIDd_auto_time,LVIDs_auto,LVIDs_auto_time,heart_rate_auto,heart_rate_auto_time,LVIDd_auto_quality_label,LVIDd_auto_quality_flag,LVIDs_auto_quality_label,LVIDs_auto_quality_flag
30522890,Dnajb14_1v1_40.dcm,2.6625,0.0158333333333333,1.2796511627906977,0.0716666666666666,631.578947368421,0.0158333333333333,0.72330827174062,high,0.72330827174062,high
30522890,Dnajb14_1v1_40.dcm,2.332267441860465,0.1108333333333333,1.775,0.1458333333333333,791.2087912087911,0.1108333333333333,0.72330827174062,high,0.72330827174062,high
30522890,Dnajb14_1v1_40.dcm,2.187790697674419,0.1866666666666666,1.4241279069767443,0.2366666666666667,455.6962025316455,0.1866666666666666,0.72330827174062,high,0.72330827174062,high
30522890,Dnajb14_1v1_40.dcm,3.77703488372093,0.8366666666666667,1.3622093023255817,0.895,562.5,0.8366666666666667,0.8687983217475657,high,0.8687983217475657,high
30522890,Dnajb14_1v1_40.dcm,2.518023255813953,0.9433333333333334,1.176453488372093,1.0158333333333334,476.82119205298005,0.9433333333333334,0.8687983217475657,high,0.8687983217475657,high
30522890,Dnajb14_1v1_40.dcm,2.745058139534884,1.0691666666666668,1.4447674418604652,1.1316666666666668,545.4545454545455,1.0691666666666668,0.9101321737248858,high,0.9101321737248858,high
30522890,Dnajb14_1v1_40.dcm,2.641860465116279,1.1791666666666667,1.176453488372093,1.2441666666666666,500.0,1.1791666666666667,0.9101321737248858,high,0.9101321737248858,high
30522890,Dnajb14_1v1_40.dcm,2.6625,1.6291666666666669,1.3415697674418603,1.6925,672.8971962616822,1.6291666666666669,0.9716803864470648,high,0.9716803864470648,high
30522890,Dnajb14_1v1_40.dcm,2.332267441860465,1.7183333333333335,1.2177325581395348,1.7958333333333334,470.5882352941176,1.7183333333333335,0.9716803864470648,high,0.9716803864470648,high
30522890,Dnajb14_1v1_40.dcm,2.5799418604651163,1.8458333333333328,2.352906976744186,1.903333333333333,847.0588235294118,1.8458333333333328,0.5126137448800824,high,0.5126137448800824,high
30522890,Dnajb14_1v1_40.dcm,2.9927325581395348,1.9166666666666667,1.4447674418604652,2.019166666666667,679.2452830188679,1.9166666666666667,0.5126137448800824,high,0.5126137448800824,high
30522890,Dnajb14_1v1_40.dcm,2.5799418604651163,2.0050000000000003,1.568604651162791,2.143333333333333,774.1935483870968,2.0050000000000003,0.5126137448800824,high,0.5950577538286015,high
30522890,Dnajb14_1v1_40.dcm,3.0959302325581395,2.0825,1.6511627906976745,2.28,444.4444444444444,2.0825,0.5950577538286015,high,0.5950577538286015,high
30522890,Dnajb14_1v1_40.dcm,2.9308139534883724,2.2175,1.2177325581395348,2.418333333333333,426.0355029585799,2.2175,0.5950577538286015,high,0.9471654657754698,high
30522890,Dnajb14_1v1_40.dcm,3.1578488372093023,2.498333333333333,1.4447674418604652,2.5875000000000004,476.82119205298005,2.498333333333333,0.9471654657754698,high,0.9339599506969684,high
30522890,Dnajb14_1v1_40.dcm,2.5386627906976744,2.624166666666667,1.4034883720930234,2.7258333333333336,436.3636363636363,2.624166666666667,0.9339599506969684,high,0.9339599506969684,high
30522890,Dnajb14_1v1_40.dcm,2.765697674418605,2.7616666666666667,1.4860465116279071,2.816666666666667,467.5324675324675,2.7616666666666667,0.9339599506969684,high,0.9339599506969684,high
30522890,Dnajb14_1v1_40.dcm,2.868895348837209,2.89,1.4654069767441862,2.9283333333333337,626.0869565217391,2.89,0.6063774803548543,high,0.6063774803548543,high
30522890,Dnajb14_1v1_40.dcm,2.167151162790698,2.9858333333333333,1.1145348837209303,3.0125,537.3134328358209,2.9858333333333333,0.6063774803548543,high,0.6063774803548543,high
30522890,Dnajb14_1v1_40.dcm,2.9514534883720933,4.675833333333333,1.3828488372093024,4.709166666666667,818.1818181818181,4.675833333333333,0.8538348949684084,high,0.8538348949684084,high
30522890,Dnajb14_1v1_40.dcm,1.6924418604651164,4.7491666666666665,1.3828488372093024,4.8500000000000005,847.0588235294118,4.7491666666666665,0.8538348949684084,high,0.8538348949684084,high
30522900,Dnajb14_1v1_64.dcm,2.352906976744186,1.8608333333333336,0.9287790697674418,1.8025,416.1849710982659,1.8608333333333336,0.7771509580771184,high,0.7771509580771184,high
30522900,Dnajb14_1v1_64.dcm,2.5386627906976744,2.0050000000000003,0.9081395348837208,1.885,529.4117647058823,2.0050000000000003,0.7771509580771184,high,0.7771509580771184,high
30522900,Dnajb14_1v1_64.dcm,2.45610465116279,2.1183333333333336,0.9287790697674418,1.9733333333333327,799.9999999999999,2.1183333333333336,0.9855793250487196,high,0.7771509580771184,high
30522900,Dnajb14_1v1_64.dcm,2.45610465116279,2.1933333333333334,0.8668604651162791,2.0575,642.8571428571428,2.1933333333333334,0.9855793250487196,high,0.7771509580771184,high
30522900,Dnajb14_1v1_64.dcm,2.2909883720930235,2.286666666666666,1.0319767441860466,2.1425,712.8712871287129,2.286666666666666,0.9855793250487196,high,0.9855793250487196,high
30522900,Dnajb14_1v1_64.dcm,2.4973837209302325,2.3708333333333336,1.155813953488372,2.23,774.1935483870968,2.3708333333333336,0.9402118361130772,high,0.9855793250487196,high
30522900,Dnajb14_1v1_64.dcm,2.683139534883721,2.4483333333333337,1.2177325581395348,2.3183333333333334,712.8712871287129,2.4483333333333337,0.9402118361130772,high,0.9402118361130772,high
30522900,Dnajb14_1v1_64.dcm,2.703779069767442,2.5325,1.0732558139534885,2.398333333333333,685.7142857142857,2.5325,0.9402118361130772,high,0.9402118361130772,high
