,f manual,f automatic,m manual,m automatic
LVIDs,0.07566157214388704,0.27303633975118835,0.5394005076854798,0.2703441406547801
LVIDd,0.21229383619233155,0.14046504815835495,1.0,0.967435545139537
ejection fraction,0.12122450301291662,0.6775849579524755,0.2701339422159781,0.2703441406547801
fractional shortening,0.16197241048012612,0.7913367801006604,0.23644471557230384,0.23644471557230384
