,f manual,f automatic,m manual,m automatic
LVIDs,0.06839228293213676,0.03427944604415192,0.006906394958085117,0.08249583234103358
LVIDd,0.6891256075559776,0.236985236985237,0.33466568802182495,0.5713582599031516
ejection fraction,0.026646556058320763,0.006216006216006216,0.00298483765976026,0.015860919266492024
fractional shortening,0.03427944604415192,0.0043877690936514465,0.00298483765976026,0.0021592442645074223
